0, 1, 0.000243646, 0.000741488, 0.137564, 0.443606, 0.00101611, 0.685665, 279.252, 0.101673, 0.318426, 14595, 1683.95, 1336.74, 1109.88, 3281.85, 12, 0.752678, 0.566523, 0.236701, 0.0560276, 0.0304882, 0.000929532, 0.420099, 0.176483, 0.17816, -1
1, 0, 9.95935e-05, 0.000151257, 0.272046, 0.482424, 0.000309596, 0.441588, 58.9359, 0.0241172, 0.13552, 2376, 2347.6, 1741.47, 1547.14, 2780.95, 12, 0.602977, 0.363581, 0.360579, 0.130017, 0.189748, 0.0360042, 0.159637, 0.025484, 0.217421, -1
1, 0, 7.94924e-05, 0.000103385, 0.53007, 0.512896, 0.000321141, 0.450102, 55.44, 0, 1.25618e-05, 2315, 3176.84, 1994.53, 1967.17, 2556.3, 12, 0.565323, 0.31959, 0.508233, 0.258301, 0.43054, 0.185365, 1.25618e-05, 1.578e-10, 0.287316, -1
1, 0, 7.47506e-05, 0.000109554, 0.761483, 0.238231, 0.000323117, 0.506989, 56.3366, 0, 2.33316e-05, 2586, 6548.06, 2000.7, 1488.41, 1005.18, 12, 0.594418, 0.353332, 0.761701, 0.580188, 0.429604, 0.18456, 2.33316e-05, 5.44363e-10, 0.452768, -1
1, 0, 4.77631e-05, 9.08763e-05, 0.877489, 0.0801974, 0.000199269, 0.570711, 56.0381, 7.06917e-06, 0.000247421, 2528, 8843.56, 1560.18, 1054.86, 452.3, 12, 0.655487, 0.429663, 0.916259, 0.839531, 0.304259, 0.0925735, 0.00025449, 6.47652e-08, 0.600596, -1
1, 0, 3.25295e-05, 8.0137e-05, 1.00336, 7.13152e-05, 0.000136936, 0.593335, 56.6931, 0, 0.000198098, 2477, 13163, 155.005, 150.4, 150.51, 12, 0.711276, 0.505914, 0.999929, 0.999858, 0.177235, 0.0314121, 0.000198098, 3.92427e-08, 0.711226, -1
1, 0, 3.86606e-05, 8.17948e-05, 0.995126, 9.96237e-05, 0.00021099, 0.598242, 57.4325, 0, 7.66336e-06, 2455, 13146.5, 160.32, 155.16, 156.195, 12, 0.679046, 0.461104, 0.9999, 0.9998, 0.429095, 0.184123, 7.66336e-06, 5.87271e-11, 0.678978, -1
1, 0, 4.00872e-05, 8.13451e-05, 1.00709, 0.000763822, 0.000230493, 0.596492, 57.3607, 7.71537e-06, 7.71537e-06, 2445, 13120.4, 162.825, 156, 158.095, 12, 0.66988, 0.44874, 0.999242, 0.998485, 0.473162, 0.223882, 1.54307e-05, 2.38108e-10, 0.669373, -1
1, 0, 3.45709e-05, 8.36563e-05, 1.00866, 0.00042773, 0.000170201, 0.59702, 57.3468, 0, 1.50081e-05, 2519, 13167.3, 166.3, 160.48, 161.365, 12, 0.707589, 0.500682, 0.999576, 0.999152, 0.305368, 0.0932493, 1.50081e-05, 2.25242e-10, 0.707289, -1
1, 0, 3.569e-05, 8.54281e-05, 0.998859, 0.000212001, 0.00017954, 0.602414, 56.9824, 0, 2.95816e-05, 2468, 13145.9, 162.935, 157.12, 158.805, 12, 0.705329, 0.497489, 0.999788, 0.999576, 0.325398, 0.105884, 2.95816e-05, 8.75069e-10, 0.705179, -1
1, 0, 3.69321e-05, 8.67997e-05, 0.997511, 5.40023e-05, 0.000180572, 0.596562, 56.3214, 7.36395e-06, 3.68198e-05, 2527, 13132.2, 162.305, 155.71, 158.495, 12, 0.701515, 0.492123, 0.999946, 0.999892, 0.314779, 0.0990858, 4.41837e-05, 1.9522e-09, 0.701477, -1
1, 0, 3.7113e-05, 8.62864e-05, 1.00636, 9.57523e-05, 0.000181406, 0.594637, 56.644, 0, 0.000139946, 2525, 13165.4, 166.415, 160.895, 162.45, 12, 0.699245, 0.488943, 0.999905, 0.99981, 0.319761, 0.102247, 0.000139946, 1.95848e-08, 0.699178, -1
1, 0, 3.68834e-05, 8.61475e-05, 0.982597, 0.000121329, 0.000189908, 0.597775, 57.4043, 7.27973e-06, 0.000225672, 2483, 13156.5, 162.84, 157.905, 159.475, 12, 0.70021, 0.490294, 0.999877, 0.999753, 0.352154, 0.124013, 0.000232951, 5.42664e-08, 0.700124, -1
1, 0, 3.68476e-05, 8.35463e-05, 1.00538, 0.000506548, 0.000193842, 0.599701, 57.2777, 0, 1.5046e-05, 2520, 13137.2, 161.765, 155.345, 158.52, 12, 0.693941, 0.481554, 0.999496, 0.998993, 0.378906, 0.14357, 1.5046e-05, 2.26381e-10, 0.693591, -1
1, 0, 3.62757e-05, 9.42907e-05, 1.12083, 0.000213251, 0.000215885, 0.624966, 56.6951, 0, 6.73423e-06, -46801, 13157.1, 164.1, 158.415, 160.56, 12, 0.722166, 0.521524, 0.99981, 0.99962, 0.395204, 0.156186, 6.73423e-06, 4.53499e-11, 0.722029, -1
